Window Number,Start Time,End Time,Delta Time,Delta Blocks,Theory Block Creation Time,Window Block Creation Time,Fix Rate, Machine Amount
142,699197.6452,708391.0591,9193.4139,1000,8.8186,9.1934,0.0500,10000
143,708391.0591,720637.3434,12246.2843,1000,9.2595,12.2463,-0.0500,10000
144,720637.3434,730684.4792,10047.1358,1000,8.7965,10.0471,-0.0047,10000
145,730684.4792,741176.3164,10491.8372,1000,8.7553,10.4918,-0.0469,10000
146,741176.3164,750549.4664,9373.1500,1000,8.3448,9.3732,0.0500,10000
147,750549.4664,760851.6977,10302.2313,1000,8.7621,10.3022,-0.0293,10000
148,760851.6977,771625.8588,10774.1611,1000,8.5050,10.7742,-0.0500,10000
149,771625.8588,781605.4118,9979.5530,1000,8.0798,9.9796,0.0020,10000
150,781605.4118,791217.0642,9611.6524,1000,8.0963,9.6117,0.0404,10000
151,791217.0642,800957.0922,9740.0280,1000,8.4234,9.7400,0.0267,10000
152,800957.0922,811433.0360,10475.9438,1000,8.6483,10.4759,-0.0454,10000
153,811433.0360,821108.9040,9675.8680,1000,8.2554,9.6759,0.0335,10000
154,821108.9040,831593.0396,10484.1356,1000,8.5319,10.4841,-0.0462,10000
155,831593.0396,841733.7455,10140.7059,1000,8.1379,10.1407,-0.0139,10000
156,841733.7455,851378.9241,9645.1786,1000,8.0250,9.6452,0.0368,10000
157,851378.9241,860360.1707,8981.2466,1000,8.3202,8.9812,0.0500,10000
158,860360.1707,871296.0695,10935.8988,1000,8.7362,10.9359,-0.0500,10000
159,871296.0695,881355.8226,10059.7531,1000,8.2994,10.0598,-0.0059,10000
160,881355.8226,891637.0010,10281.1784,1000,8.2501,10.2812,-0.0273,10000
161,891637.0010,901356.4449,9719.4439,1000,8.0245,9.7194,0.0289,10000
162,901356.4449,910763.3549,9406.9101,1000,8.2561,9.4069,0.0500,10000
163,910763.3549,920205.8307,9442.4758,1000,8.6689,9.4425,0.0500,10000
